ICO,AR7,AR30,AR180,ICO,Token,Softcap,Hardcap,Start,End,Quarterstart,Duration of offering,Country,Category,ERC20,Rating,Number of experts,Bonus,Policy,Number of team members,Distributed in ICO,US restriction,Restricted countries,Accepted fiat,Major cryptocurrencies,Presale,Amount raised
game-com,0.305730198,-0.248371182,0.192769713,game-com,GTC,,,11/1/2017,11/30/2017,2017q4,29,China,Entertainment,1,2.4,0,0,0,4,0.4,,,0,1,0,5559
storm,0.780776173,3.801464856,0.866349923,storm,STORM,,99750000,11/7/2017,12/8/2017,2017q4,31,USA,Businessservices,0,2.1,0,0,0,8,,,,0,1,0,32000000
nebulas,0.067918751,-0.927830727,-0.414329445,nebulas,NAS,,60000000,12/8/2017,12/16/2017,2017q4,9,USA,"Platform,Cryptocurrency",1,4.3,7,0,0,14,0.3,1, USA,0,1,0,60000000
poa-network,-0.382793915,-0.038789783,-0.431903047,poa-network,POA,,12500000,11/17/2017,11/17/2017,2017q4,1,USA,"Platform,Businessservices",1,2.6,0,0,0,15,0.7,,,0,1,0,13686491
databrokerdao,-0.67582887,-0.685871852,-0.395501858,databrokerdao,DTX,,108000000,4/26/2018,5/26/2018,2018q2,30,Belgium,"Internet,Cryptocurrency,Platform,SmartContract",1,3.9,9,1,kyc,10,0.48,,,0,1,1,3544538
rigoblock,,,,rigoblock,GRG,2000000,10000000,12/18/2018,1/28/2019,2018q4,41,Switzerland,"Infrastructure,Investment,Platform,SmartContract,Software",1,3.7,0,1,kyc&whitelist,6,0.3,1," China, USA",0,1,0,20000000
bitjob,-0.509966452,-1.879143567,-1.318630391,bitjob,STU,,,9/12/2017,10/13/2017,2017q3,31,Israel,"Internet,Businessservices",1,3,0,0,0,26,,1, USA,0,1,0,2700000
veritaseum,-0.118901948,2.560215996,-3.70955862,veritaseum,VERI,,,4/25/2017,5/26/2017,2017q2,31,USA,Cryptocurrency,0,1.5,1,0,0,3,,,,0,1,0,11000000
daobet,0.19311398,-0.633867263,-5.108648267,daobet,BET,,13525333,6/29/2017,7/26/2017,2017q2,27,Singapore,Casino&Gambling,0,3.2,2,1,0,15,,,,0,0,0,11200000
pluscoin,-0.329326839,-1.560283045,-1.201788654,pluscoin,PLC,8623200,28744000,9/26/2017,10/10/2017,2017q3,15,South Korea,"Cryptocurrency,Platform",1,2.3,0,0,0,12,,,,0,1,0,10000000
coinloan,,,,coinloan,CLT,3000000,56000000,11/26/2017,2/14/2018,2017q4,80,Estonia,"Platform,Cryptocurrency,Investment,Banking",1,3.7,11,0,0,9,0.9,,,1,1,0,3200000
coupon-chain,0.158246412,,,coupon-chain,CCT,4000000,24000000,8/1/2018,3/31/2019,2018q3,242,Hong Kong,"Businessservices,Media,Platform,Retail,Software",1,4,0,1,kyc,9,0.3,1," USA, China",0,1,0,2000000
mavro,-0.022675377,-1.291432297,-4.656146575,mavro,MVR,6113000,61130000,3/15/2018,4/15/2018,2018q1,31,Netherlands,Platform,0,2.3,0,1,0,,0.75,1," US, China, Singapore",0,1,0,1460182
sero,-0.187865758,-0.517340948,-0.616831823,sero,SERO,,4000000,3/31/2019,4/30/2019,2019q1,30,Cayman Islands,Platform,1,3.7,2,0,kyc,6,0.2,1, USA,0,0,0,120000
adshares,-0.703307607,-0.630902292,-1.128697454,adshares,ADST,1000000,52600000,7/7/2017,1/12/2018,2017q3,189,Marshall Islands,"Businessservices,Platform,Internet",0,2.8,2,0,0,3,,1," Afghanistan, Albania, Belarus, Bosnia & Herzegovina, Burundi, Canada, Central African Republic, Cote dIvoire, Cuba, Democratic Republic of the Congo, Ethiopia, Guinea, Guinea-Bissau, Iran, Iraq ,Lebanon, Liberia, Libya, Mainland China, Malaysia, Myanmar (Burma), New Zealand, North Korea, Republic of Macedonia (FYROM), Serbia, Somalia, South Sudan, Sri Lanka, Sudan, Syria, Thailand, Trinidad & Tobago, Tunisia, Uganda, United States of America (USA), Venezuela, Yemen, Zimbabwe",0,1,0,12129522
origin-protocol,-0.521569203,-0.518317071,,origin-protocol,Origin Token,,,6/28/2018,10/31/2018,2018q2,125,USA,"Platform,Internet,SmartContract,Software",1,3.8,10,0,0,21,0,,,0,1,0,28000000
dusk-network,0.201672191,-0.46761179,-0.470193048,dusk-network,DUSK,2000000,14400000,8/1/2018,11/22/2018,2018q3,113,Netherlands,"Communication,Cryptocurrency,Infrastructure,Other",1,3.6,1,0,kyc,7,0.5,1," Canada, North Korea, Ethiopia, Iran, Iraq, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, USA, Vanuatu, Yemen",0,1,1,8075557
dmarket,-0.216594799,-0.346280009,-0.415949443,dmarket,DMarket,,,8/17/2017,11/15/2017,2017q3,90,Ukraine,Entertainment,1,3.8,25,1,0,4,,1," USA, China, Israel",0,1,0,19069000
crowdholding,-0.206627044,-0.318795701,-0.378503179,crowdholding,YUP,,1000000,11/1/2017,1/11/2018,2017q4,71,UK,"Platform,Cryptocurrency,Investment,Communication,Internet",1,3.3,16,1,0,15,,,,0,1,0,2000000
ice-rock-mining,-0.082258481,-0.015626191,0.27596348,ice-rock-mining,ROCK2,,4310000,3/20/2018,5/25/2018,2018q1,66,Ireland,Other,1,2.9,0,0,0,14,,,,0,1,0,311496
sp8de,-0.197423481,-0.156434651,-0.258084016,sp8de,,4594120,35604430,1/8/2018,3/11/2018,2018q1,62,Russia,Casino&Gambling,1,3.7,15,0,kyc&whitelist,8,,,,0,1,0,6316424
chex,-0.02137218,0.002457023,0.288835681,chex,CHX,,,8/25/2017,10/24/2017,2017q3,60,USA,"Platform,Cryptocurrency,Businessservices,Internet",1,2.9,0,1,0,3,,,,0,1,0,8840
blockstack,0.091228436,-0.240869083,,blockstack,Blockstack Token,,,7/11/2019,9/9/2019,2019q3,60,USA,"Infrastructure,Electronics",0,2.7,1,0,0,13,,,,0,0,0,52000000
atlant,-0.598929153,-1.144757451,-1.090688646,atlant,ATL,,74254510.29,9/7/2017,11/1/2017,2017q3,55,Singapore,Realestate,1,3.7,9,1,0,12,,,,0,1,0,6500000
dacsee,-0.280435525,-0.520544237,-0.296905439,dacsee,DCSC,,,5/31/2018,7/23/2018,2018q2,53,Malaysia,Platform,1,2.8,0,1,0,9,,,,0,1,0,31158537
deex,0.031076692,-0.16413082,-0.511648222,deex,DEEX,,,1/10/2018,2/28/2018,2018q1,49,Russia,Cryptocurrency,1,4.1,9,0,0,7,,,,0,1,0,10103409
encrypgen,0.032381927,3.944355365,1.451640026,encrypgen,DNA,,,6/1/2017,7/18/2017,2017q2,47,USA,Software,0,2.6,0,0,0,3,,,,0,0,0,1000000
augur,0.02352588,-0.033901135,2.899800581,augur,REP,,,8/17/2015,10/1/2015,2015q3,45,USA,"Platform,Software",0,3.7,3,0,0,13,,,,0,1,0,5000000
tokes,-0.239155797,0.208221013,-0.051438479,tokes,Tokes,,,12/2/2016,1/16/2017,2016q4,45,USA,"Cryptocurrency,Platform",0,2.1,0,0,0,5,,,,0,1,0,81100
bankcoin,0.385785087,1.545847305,-2.172759074,bankcoin,Bankcoin,,,11/5/2016,12/19/2016,2016q4,44,Mexico,"Banking,Cryptocurrency",0,1.6,1,0,0,4,,,,1,0,0,1000000
encryptotel,-0.465030288,-0.501910637,-4.115012483,encryptotel,ETT,,,4/24/2017,5/31/2017,2017q2,37,Russia,"Software,Platform",0,1.7,0,0,0,3,,,,0,0,0,4429212
kwhcoin,0.751134805,1.274512726,-0.479033114,kwhcoin,KWH,,,2/8/2018,3/15/2018,2018q1,35,USA,Energy,0,2.8,0,0,kyc,7,,0," Cuba, Iran, Syria, North Korea, Crimea",0,0,0,366859
bethereum,-0.1988432,-0.26932326,-0.371794984,bethereum,BETHER,,10825000,6/28/2018,7/31/2018,2018q2,33,Hong Kong,"Entertainment,Cryptocurrency,Casino&Gambling,Platform,SmartContract,Software,Sports",0,3.8,27,1,whitelist,14,0.6,1,"USA, China, Hong Kong",0,1,1,18440000
neo,-0.353113873,-0.631728301,-1.717956563,neo,NEO,,,8/8/2017,9/9/2017,2017q3,32,China,"Cryptocurrency,Platform",0,4.2,7,0,0,16,,,,0,1,0,9800000
1world,-0.164633879,-0.398731532,-0.499774623,1world,1WO,5000000,,10/5/2017,11/6/2017,2017q4,32,USA,"Cryptocurrency,Businessservices,Software,Internet,Media",1,3.3,2,0,0,58,,,,1,1,0,8300000
amon,-0.432447425,-0.456699218,-0.568797165,amon,AMN,3000000,25000000,3/4/2018,4/4/2018,2018q1,31,Estonia,"ArtificialIntelligence,Banking,Cryptocurrency",1,4.2,26,1,kyc&whitelist,8,,1," USA, China",0,1,0,1332600
graft,-0.287516944,-0.294915794,-0.446061535,graft,GRFT,,25000000,1/18/2018,2/18/2018,2018q1,31,USA,"Cryptocurrency,Businessservices,Retail,Software,Internet",0,3.2,10,0,0,11,,1," USA, China, Canada",1,1,0,3000000
aurora,-0.440645784,-0.671168499,-0.367875486,aurora,IDXM,,4800000,12/11/2017,1/11/2018,2017q4,31,USA,"Banking,Platform",1,2.6,0,0,0,9,,,,0,1,0,7283717
storm,0.780776173,3.801465567,0.866350027,storm,STORM,,99750000,11/7/2017,12/8/2017,2017q4,31,USA,Businessservices,0,2.1,0,0,0,8,,,,0,1,0,32000000
lala-world,-0.406222021,-0.355031248,-0.572683907,lala-world,LALA,,14965800,1/5/2018,2/5/2018,2018q1,31,Singapore,"Software,Platform",1,3.2,10,0,0,5,,,,1,1,0,20000000
cpchain,0.003931788,-0.238907655,-0.475490628,cpchain,CPC,,30000000,12/24/2017,1/24/2018,2017q4,31,China,Platform,1,1.7,2,0,0,3,0,,,0,0,0,30000000
unibright,-0.160246647,-0.499445816,-0.481555948,unibright,UBT,2200000,13542375,4/20/2018,5/20/2018,2018q2,30,Germany,"Businessservices,Infrastructure,Platform,SmartContract",1,4.1,16,1,kyc,7,,0,,0,1,0,13542375
omisego,-0.090724814,8.945042532,36.89120895,omisego,OMG,8000000,25000000,6/23/2017,7/23/2017,2017q2,30,Singapore,Banking,1,3.8,6,0,0,5,,,,1,1,0,25000000
intelligent-trading-foundation,-0.793750008,-0.750909435,-1.520085585,intelligent-trading-foundation,ITT,1500000,4200000,8/18/2017,9/17/2017,2017q3,30,Czech Republic,"Investment,Internet,Software",1,2.8,0,1,0,7,,,,0,1,0,2012440
bitcrystals,-0.031296045,0.042598254,0.744378779,bitcrystals,BCY,,,8/4/2015,9/3/2015,2015q3,30,Switzerland,Cryptocurrency,0,1.4,5,0,0,8,,,,0,0,0,205103
zen-protocol,0.103597162,-0.471449391,-0.351720753,zen-protocol,ZP,,,11/30/2017,12/30/2017,2017q4,30,UK,"Investment,Platform,Businessservices",0,1.5,0,0,0,,,,,0,1,0,46000000
skincoin,-0.359200918,-0.531120002,-3.844519731,skincoin,SKIN,3368700,10000000,6/21/2017,7/21/2017,2017q2,30,Russia,"Cryptocurrency,Platform",0,1.5,4,0,0,6,,,,0,1,0,3292183
constellation,-0.119250245,-0.438750366,-0.389034985,constellation,0,,,1/1/2018,1/31/2018,2018q1,30,USA,"Internet,Software",1,2.6,0,0,kyc&whitelist,14,0,,,0,0,0,33700000
fidentiax,2.066080581,0.500725347,-0.361051934,fidentiax,fdX,,,11/6/2017,12/5/2017,2017q4,29,Singapore,"Platform,Other",0,3.2,5,0,0,8,,,,0,1,0,1551667
syncfab,-0.238972012,-0.462537867,-0.623245156,syncfab,MFG,4684900,19660000,2/15/2018,3/15/2018,2018q1,28,USA,Platform,1,4,6,0,0,9,,1," USA, China, Canada, Singapore, South Korea",0,1,0,9155717
bitcoen,0.26610907,1.066531527,-0.303536649,bitcoen,BEN,,,11/28/2017,12/26/2017,2017q4,28,UK,"Businessservices,Cryptocurrency",1,2.7,0,0,0,12,,,,0,0,0,2504103
decent-bet,-0.323968362,-1.928605617,-0.862902635,decent-bet,DBET,,,9/23/2017,10/21/2017,2017q3,28,Panama,"Casino&Gambling,Platform",1,2.6,0,0,0,18,0,,,0,1,0,16224212
fortknoxster,-0.376794661,-0.158568429,-0.284902646,fortknoxster,FKX,,15000000,2/19/2018,3/18/2018,2018q1,27,Gibraltar,Platform,1,3.2,9,0,0,6,,1," USA, Singapore",0,1,0,24318721
aigang,-0.39638015,-0.556837058,-0.454509859,aigang,AIX,,31100000,7/16/2018,8/10/2018,2018q3,25,Singapore,"Businessservices,Internet",1,3.5,6,0,0,7,,,,0,1,0,5000000
hdac,-0.188031319,-0.319752904,-0.217938431,hdac,DAC,,,11/27/2017,12/22/2017,2017q4,25,Switzerland,"Cryptocurrency,Platform",0,3.2,0,0,0,17,,,,0,1,0,258000000
wandx,-0.003328361,0.007690466,-0.33996138,wandx,WAND,,3717750,10/27/2017,11/21/2017,2017q4,25,Singapore,Other,1,2.7,0,0,0,6,,,,0,1,1,1111872
elastos,0.475620724,0.838957752,-0.387022915,elastos,ELA,,,1/2/2018,1/23/2018,2018q1,22,China,,0,2.9,0,0,0,51,,1, USA,0,1,0,94073200
tokenomy,-0.197183631,-0.151401063,-0.309966623,tokenomy,TEN,,,1/15/2018,2/5/2018,2018q1,22,Indonesia,"Cryptocurrency,Infrastructure,Investment,Platform",1,2.9,0,0,0,6,,,,0,1,1,22869000
nebula-ai,0.425741326,-0.148765607,-0.461448953,nebula-ai,NBAI,792920,4757520,3/31/2018,4/20/2018,2018q1,21,Canada,"ArtificialIntelligence,SmartContract",1,3.4,1,0,kyc&whitelist,11,,,,0,1,0,6000000
gexan,0.008541177,0.308265285,-0.538053004,gexan,GEX,,,5/10/2019,5/27/2019,2019q2,18,Russia,Casino&Gambling,0,3.2,1,0,0,12,,1, USA,0,1,0,2055970
ferrum-network,-0.183533374,-0.340968684,,ferrum-network,FRM,,,7/31/2019,8/14/2019,2019q3,15,Malta,Infrastructure,1,4.4,0,0,kyc,8,,1, No USA participation,0,1,1,1120000
tezos,0.22692098,-0.427498787,0.015172158,tezos,XTZ,,,7/1/2017,7/13/2017,2017q3,13,USA,Banking,0,3,5,0,0,11,,,,0,1,0,232000000
proximax,-0.212865848,-0.270933117,0.007193636,proximax,XPX,,112500000,4/15/2018,4/25/2018,2018q2,11,Singapore,"ArtificialIntelligence,BigData,Internet,Legal,Realestate,VirtualReality",0,3.5,1,0,kyc&whitelist,8,,1," USA, Canada, China, Republic of Korea, Japan",0,0,0,30364532
uranus,-0.311807419,-0.424616775,-0.606971881,uranus,0,,12000000,1/21/2019,1/31/2019,2019q1,11,China,Infrastructure,0,3,4,0,kyc&whitelist,14,0,,,0,0,0,11114278
qtum,-0.262780383,0.574133207,-0.734457553,qtum,QTUM,,,3/12/2017,3/17/2017,2017q1,6,Singapore,"Cryptocurrency,Businessservices",0,4,4,0,0,18,,,,0,1,0,15000000
daex,0.019323522,-0.160982743,-0.559658374,daex,DAX,1378440,1969200,9/9/2018,9/14/2018,2018q3,6,China,Cryptocurrency,1,2.8,1,0,kyc,5,0.02,1," USA, China",0,1,0,1037304
darcrus,1.443432819,0.697425406,0.570470447,darcrus,DAR,,,12/21/2016,12/26/2016,2016q4,6,USA,"Platform,Businessservices",0,2.3,0,0,0,3,,,,0,1,0,297426
libra-credit,-0.217369103,-0.388574822,-0.48673599,libra-credit,CRED,,26400000,5/1/2018,5/5/2018,2018q2,5,USA,Banking,1,2.3,0,0,0,15,0.04,,,0,1,0,26400000
tokoin,-0.032547294,-0.071952775,,tokoin,TOKO,8000000,25000000,8/20/2019,8/23/2019,2019q3,4,Indonesia,,1,2.8,0,0,kyc,3,0.35,,,0,1,0,13000000
contents-protocol,0.086421154,-0.067575413,-1.174959025,contents-protocol,CPT Token,,4400000,12/17/2018,12/20/2018,2018q4,4,South Korea,"BigData,Cryptocurrency,Entertainment,Platform",1,2.6,0,0,kyc,35,0.3,,,0,0,0,5100000
fleta,-0.274843866,-0.439232371,-0.427611984,fleta,FLETA,,,5/3/2019,5/5/2019,2019q2,3,Singapore,Platform,1,3.8,0,0,kyc,9,,1, USA,0,1,1,81830
unification,-0.483924445,-0.719051981,-1.3298241,unification,UND,,400000,4/10/2019,4/12/2019,2019q2,3,Singapore,"Cryptocurrency,Cryptocurrency",1,3,0,0,kyc&whitelist,16,,,,0,1,0,400000
hedera-hashgraph,-0.534540998,-0.375224256,,hedera-hashgraph,0,,120000000,8/14/2018,8/16/2018,2018q3,3,USA,Platform,0,3.4,2,0,0,10,0,,,0,0,0,100000000
marshal-lion-group-coin,0.371994487,-0.186444724,,marshal-lion-group-coin,Marshal Lion Group Coin (MLGC),,850000,10/30/2019,10/31/2019,2019q4,2,Estonia,"Banking,Businessservices,Investment",1,3.5,1,1,kyc&whitelist,10,,,,0,1,1,76000
paypie,-0.530351072,-0.73057035,0.230018725,paypie,PPP,,,10/15/2017,10/16/2017,2017q4,2,Canada,"Platform,Businessservices,Software",1,3.3,3,0,0,2,,,,0,1,0,26000000
xenoverse,-0.170932535,-0.396334355,,xenoverse,XENO,,150000,7/14/2019,7/15/2019,2019q3,2,South Korea,"Platform,Investment,Cryptocurrency",1,2.3,0,0,0,4,,,,0,0,0,150
ioex,0.185583308,0.130462712,,ioex,IOEX,,,4/18/2019,4/18/2019,2019q2,1,Taiwan,Internet,1,3.4,0,0,0,18,0.2,,,0,1,0,27200000
pundi-x,0.100404963,3.776282654,0.703856252,pundi-x,PXS,,35000000,1/21/2018,1/21/2018,2018q1,1,Indonesia,"Platform,Cryptocurrency",0,4,12,1,0,4,,,,0,1,0,41700000
dos-network,-0.265532056,-0.895125451,-2.324276451,dos-network,DOS,,1700000,4/11/2019,4/11/2019,2019q2,1,USA,"Platform,Other",1,3.2,0,0,0,11,,,,0,0,0,1700000
status,0.062954538,0.13683838,-2.188652713,status,SNT,,,6/20/2017,6/20/2017,2017q2,1,Switzerland,Software,0,2.7,0,0,0,12,,,,0,1,0,107664904
alphacat,-0.220582189,-0.358212998,-0.497277206,alphacat,ACAT,,,1/12/2018,1/12/2018,2018q1,1,China,"Platform,ArtificialIntelligence",1,2.6,0,0,0,26,0.4,,,0,1,0,10845000
eden,-0.336669443,-0.571949348,-0.550044081,eden,EDN,,,5/25/2018,5/25/2018,2018q2,1,USA,Infrastructure,1,2.7,0,0,kyc,15,0.35,,,0,1,0,24000000
contentbox,-0.421582539,-0.235820779,-0.403060582,contentbox,BOX,,,7/15/2018,7/15/2018,2018q3,1,China,Platform,0,2.6,0,0,0,14,0,,,0,0,0,13495500
